ID,Film Name,Date,Genres,Top Actors,Director,Writer,Creator (If writer isn't found)Book,Budget,Gross US,Gross World,Rating,Votes
tt0083658,Blade Runner,1982,Action | Drama | Sci-Fi,Harrison Ford | Sean Young | Rutger Hauer | Edward James Olmos,Ridley Scott,Hampton Fancher,NotFound,[],"$28 000 000
","$32 914 489
","$41 722 424
"," 8,1", 778829 votes
tt0081505,The Shining,1980,Drama | Horror,Jack Nicholson | Shelley Duvall | Danny Lloyd | Scatman Crothers,Stanley Kubrick,Stephen King,NotFound,[],"$19 000 000
","$45 634 352
","$47 346 869
"," 8,4", 1034324 votes
tt2674426,Me Before You,2016,Drama | Romance,Sam Claflin | Vanessa Kirby | Emilia Clarke | Eileen Dunwoodie,Thea Sharrock,Jojo Moyes,NotFound,[],"$20 000 000
","$56 245 075
","$208 314 186
"," 7,4", 261068 votes
tt2935622,The School for Good and Evil,2022,Action | Comedy | Drama,Kit Young | Sophia Anne Caruso | Cate Blanchett | Liam Woon,Paul Feig,David Magee,NotFound,[],NotFound,NotFound,NotFound," 5,8", 29276 votes
tt2243973,Hannibal,20132015,Crime | Drama | Horror,Hugh Dancy | Mads Mikkelsen | Caroline Dhavernas | Laurence Fishburne,NotFound,NotFound,Bryan Fuller,NotFound,NotFound,NotFound,NotFound," 8,5", 258998 votes
tt0120663,Eyes Wide Shut,1999,Drama | Mystery | Thriller,Tom Cruise | Nicole Kidman | Madison Eginton | Jackie Sawiris,Stanley Kubrick,Stanley Kubrick,NotFound,[],"$65 000 000
","$55 691 208
","$162 243 224
"," 7,5", 349058 votes
tt1951264,The Hunger Games: Catching Fire,2013,Action | Adventure | Sci-Fi,Jennifer Lawrence | Liam Hemsworth | Jack Quaid | Taylor St. Clair,Francis Lawrence,Simon Beaufoy,NotFound,[],"$130 000 000
","$424 668 047
","$865 011 746
"," 7,5", 673497 votes
tt0071007,Little House on the Prairie,19741983,Drama | Family | Romance,Melissa Gilbert | Michael Landon | Karen Grassle | Rachel Lindsay Greenbush,NotFound,NotFound,Blanche Hanalis,NotFound,NotFound,NotFound,NotFound," 7,5", 24406 votes
tt0309987,The Dreamers,2003,Drama | Romance,Michael Pitt | Eva Green | Louis Garrel | Anna Chancellor,Bernardo Bertolucci,Gilbert Adair,NotFound,[],"$15 000 000
","$2 532 228
","$24 152 155
"," 7,1", 124493 votes
tt9288822,The Wonder,,Drama | Mystery | Thriller,Niamh Algar | Florence Pugh | David Wilmot | Ruth Bradley,Sebastián Lelio,Emma Donoghue,NotFound,[],NotFound,NotFound,NotFound," 6,6", 33415 votes
tt0066921,A Clockwork Orange,1971,Crime | Sci-Fi,Malcolm McDowell | Patrick Magee | Michael Bates | Warren Clarke,Stanley Kubrick,Stanley Kubrick,NotFound,[],NotFound,NotFound,NotFound," 8,3", 838362 votes
tt5726616,Call Me by Your Name,2017,Drama | Romance,Armie Hammer | Timothée Chalamet | Michael Stuhlbarg | Amira Casar,Luca Guadagnino,James Ivory,NotFound,[],"€4 000 000
","$18 095 701
","$43 143 046
"," 7,8", 281675 votes
tt1551632,Rizzoli & Isles,20102016,Crime | Drama | Mystery,Angie Harmon | Sasha Alexander | Jordan Bridges | Bruce McGill,NotFound,NotFound,Janet Tamaro,NotFound,NotFound,NotFound,NotFound," 7,6", 35120 votes
tt3402236,Murder on the Orient Express,2017,Crime | Drama | Mystery,Paapa Essiedu | Yassine Zeroual | Asan N'Jie | Michael Rouse,Kenneth Branagh,Michael Green,NotFound,[],"$55 000 000
","$102 826 543
","$352 794 081
"," 6,5", 264745 votes
tt0117509,Romeo + Juliet,1996,Drama | Romance,Leonardo DiCaprio | Claire Danes | John Leguizamo | Harold Perrineau,Baz Luhrmann,William Shakespeare,NotFound,[],"$14 500 000
","$46 351 345
","$147 554 998
"," 6,8", 233440 votes
tt0816711,World War Z,2013,Action | Adventure | Horror,Brad Pitt | Mireille Enos | Daniella Kertesz | James Badge Dale,Marc Forster,Matthew Michael Carnahan,NotFound,[],"$190 000 000
","$202 807 711
","$540 455 876
", 7, 678041 votes
tt1837492,13 Reasons Why,20172020,Drama | Mystery | Thriller,Dylan Minnette | Christian Navarro | Alisha Boe | Brandon Flynn,NotFound,NotFound,Brian Yorkey,NotFound,NotFound,NotFound,NotFound," 7,5", 298143 votes
tt10886166,365 Days,2020,Drama | Romance,Anna-Maria Sieklucka | Michele Morrone | Bronislaw Wroclawski | Otar Saralidze,Barbara Bialowas,Tomasz Klimala,NotFound,[],NotFound,NotFound,NotFound," 3,3", 91835 votes
tt9077530,Virgin River,2019,Drama | Romance,Martin Henderson | Tim Matheson | Alexandra Breckenridge | Colin Lawrence,NotFound,NotFound,Sue Tenney,NotFound,NotFound,NotFound,NotFound," 7,4", 43383 votes
tt0020629,All Quiet on the Western Front,1930,Drama | War,Louis Wolheim | Lew Ayres | John Wray | Arnold Lucy,Lewis Milestone,Erich Maria Remarque,NotFound,[],NotFound,NotFound,NotFound," 8,1", 64417 votes
tt0062622,2001: A Space Odyssey,1968,Adventure | Sci-Fi,Keir Dullea | Gary Lockwood | William Sylvester | Daniel Richter,Stanley Kubrick,Stanley Kubrick,NotFound,[],"$12 000 000
","$60 481 243
","$65 889 846
"," 8,3", 676517 votes
tt0407304,War of the Worlds,2005,Action | Adventure | Sci-Fi,Tom Cruise | Dakota Fanning | Miranda Otto | Justin Chatwin,Steven Spielberg,Josh Friedman,NotFound,[],"$132 000 000
","$234 280 354
","$603 873 119
"," 6,5", 455475 votes
tt2873282,Red Sparrow,2018,Action | Drama | Thriller,Jennifer Lawrence | Joel Edgerton | Matthias Schoenaerts | Charlotte Rampling,Francis Lawrence,Justin Haythe,NotFound,[],"$69 000 000
","$46 874 505
","$151 572 634
"," 6,6", 190148 votes
tt0099348,Dances with Wolves,1990,Adventure | Drama | Western,Kevin Costner | Mary McDonnell | Graham Greene | Rodney A. Grant,Kevin Costner,Michael Blake,NotFound,[],"$22 000 000
","$184 208 848
","$424 208 848
", 8, 271363 votes
tt0086066,The Outsiders,1983,Crime | Drama,C. Thomas Howell | Matt Dillon | Ralph Macchio | Patrick Swayze,Francis Ford Coppola,Kathleen Rowell,NotFound,[],"$10 000 000
","$25 837 195
","$25 839 182
", 7, 89413 votes
tt13833978,The Lincoln Lawyer,2022,Crime | Drama | Mystery,Manuel Garcia-Rulfo | Neve Campbell | Becki Newton | Angus Sampson,NotFound,NotFound,Ted Humphrey,NotFound,NotFound,NotFound,NotFound," 7,7", 40048 votes
tt0903624,The Hobbit: An Unexpected Journey,2012,Fantasy,Ian McKellen | Martin Freeman | Richard Armitage | Ken Stott,Peter Jackson,Fran Walsh,NotFound,[],"$180 000 000
","$303 030 651
","$1 017 030 651
"," 7,8", 836807 votes
tt2798920,Annihilation,,Adventure | Drama | Horror,Natalie Portman | Benedict Wong | Sonoya Mizuno | David Gyasi,Alex Garland,Alex Garland,NotFound,[],"$40 000 000
","$32 732 301
","$43 070 915
"," 6,8", 333693 votes
tt2396135,Shetland,2013,Crime | Drama | Mystery,Alison O'Donnell | Steven Robertson | Douglas Henshall | Lewis Howden,Jan Matthys,Gaby Chiappe,NotFound,[],NotFound,NotFound,NotFound," 8,2", 19941 votes
tt0061811,In the Heat of the Night,1967,Drama | Mystery | Thriller,Sidney Poitier | Rod Steiger | Warren Oates | Lee Grant,Norman Jewison,Stirling Silliphant,NotFound,[],NotFound,NotFound,NotFound," 7,9", 78310 votes
tt3747572,Grantchester,20142023,Crime | Drama | Mystery,Robson Green | Tessa Peake-Jones | Al Weaver | Kacey Ainsworth,NotFound,NotFound,Daisy Coulam,NotFound,NotFound,NotFound,NotFound," 7,9", 15012 votes
tt0486655,Stardust,2007,Adventure | Family | Fantasy,Ian McKellen | Bimbo Hart | Alastair MacIntosh | David Kelly,Matthew Vaughn,Jane Goldman,NotFound,[],"$70 000 000
","$38 634 938
","$137 515 140
"," 7,6", 275757 votes
tt2584384,Jojo Rabbit,2019,Comedy | Drama | War,Roman Griffin Davis | Thomasin McKenzie | Scarlett Johansson | Taika Waititi,Taika Waititi,Christine Leunens,NotFound,[],"$14 000 000
","$33 370 906
","$90 335 025
"," 7,9", 401025 votes
tt1740299,The Man in the High Castle,20152019,Drama | Sci-Fi | Thriller,Alexa Davalos | Joel de la Fuente | Rufus Sewell | Chelah Horsdal,NotFound,NotFound,Frank Spotnitz,NotFound,NotFound,NotFound,NotFound," 7,9", 103509 votes
tt0163978,The Beach,,Adventure | Drama | Romance,Leonardo DiCaprio | Tilda Swinton | Daniel York | Patcharawan Patarakijjanon,Danny Boyle,John Hodge,NotFound,[],"$50 000 000
","$39 785 027
","$144 056 873
"," 6,6", 243251 votes
tt10545296,The Hunger Games: The Ballad of Songbirds and Snakes,2023,Action | Adventure | Drama,Viola Davis | Hunter Schafer | Peter Dinklage | Rachel Zegler,Francis Lawrence,Michael Arndt,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt1677720,Ready Player One,2018,Action | Adventure | Sci-Fi,Tye Sheridan | Olivia Cooke | Ben Mendelsohn | Lena Waithe,Steven Spielberg,Zak Penn,NotFound,[],"$175 000 000
","$137 715 350
","$592 241 728
"," 7,4", 445183 votes
tt0190332,"Crouching Tiger, Hidden Dragon",2000,Action | Adventure | Drama,Chow Yun-Fat | Michelle Yeoh | Ziyi Zhang | Chang Chen,Ang Lee,Hui-Ling Wang,NotFound,[],"$17 000 000
","$128 417 157
","$213 864 021
"," 7,9", 272783 votes
tt0783233,Atonement,2007,Drama | Mystery | Romance,Saoirse Ronan | Ailidh Mackay | Brenda Blethyn | Julia West,Joe Wright,Ian McEwan,NotFound,[],"$30 000 000
","$50 927 067
","$131 016 624
"," 7,8", 283958 votes
tt4126476,After,,Drama | Romance,Josephine Langford | Hero Fiennes Tiffin | Khadijha Red Thunder | Dylan Arnold,Jenny Gage,Susan McMartin,NotFound,[],"$14 000 000
","$12 138 565
","$69 497 587
"," 5,3", 57924 votes
tt6654210,Infinite,2021,Action | Sci-Fi | Thriller,Mark Wahlberg | Chiwetel Ejiofor | Sophie Cookson | Dylan O'Brien,Antoine Fuqua,Ian Shorr,NotFound,[],NotFound,NotFound,NotFound," 5,4", 53762 votes
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Adventure | Family | Fantasy,Georgie Henley | Skandar Keynes | William Moseley | Anna Popplewell,Andrew Adamson,Ann Peacock,NotFound,[],"$180 000 000
","$291 710 957
","$745 013 115
"," 6,9", 405810 votes
tt1836037,Longmire,20122017,Action | Crime | Drama,Robert Taylor | Katee Sackhoff | Lou Diamond Phillips | Cassidy Freeman,NotFound,NotFound,Hunt Baldwin,NotFound,NotFound,NotFound,NotFound," 8,3", 36789 votes
tt2887954,Tokyo Vice,2022,Crime | Drama | Thriller,Ansel Elgort | Ken Watanabe | Rachel Keller | Shô Kasamatsu,Josef Kubota Wladyka,Jake Adelstein,NotFound,['Tokyo Vice: An American Reporter on the Police Beat in Japan'],NotFound,NotFound,NotFound, 8, 30792 votes
tt4595186,Luckiest Girl Alive,2022,Drama | Mystery | Thriller,Mila Kunis | Chiara Aurelia | Finn Wittrock | Connie Britton,Mike Barker,Jessica Knoll,NotFound,[],NotFound,NotFound,NotFound," 6,4", 48388 votes
tt5151570,Mrs. Harris Goes to Paris,2022,Comedy | Drama,Lesley Manville | Isabelle Huppert | Lambert Wilson | Alba Baptista,Anthony Fabian,Paul Gallico,NotFound,[],"$13 000 000
","$10 433 915
","$31 037 265
"," 7,1", 14974 votes
tt14641788,Enola Holmes 2,2022,Action | Adventure | Crime,Millie Bobby Brown | Henry Cavill | David Thewlis | Louis Partridge,Harry Bradbeer,Jack Thorne,NotFound,[],NotFound,NotFound,NotFound," 6,7", 79608 votes
tt4016934,The Handmaiden,2016,Drama | Romance | Thriller,Kim Tae-ri | Yong-nyeo Lee | Min-chae Yoo | Dong-hwi Lee,Park Chan-wook,Sarah Waters,NotFound,['Fingersmith'],"￦10 000 000 000
","$2 006 788
","$37 854 655
"," 8,1", 152909 votes
tt0469494,There Will Be Blood,2007,Drama,Daniel Day-Lewis | Martin Stringer | Matthew Braden Stringer | Jacob Stringer,Paul Thomas Anderson,Paul Thomas Anderson,NotFound,[],"$25 000 000
","$40 222 514
","$76 182 388
"," 8,2", 594410 votes
tt0073650,"Salò, or the 120 Days of Sodom",1975,Drama,Paolo Bonacelli | Giorgio Cataldi | Uberto Paolo Quintavalle | Aldo Valletti,Pier Paolo Pasolini,Pier Paolo Pasolini,NotFound,[],NotFound,NotFound,NotFound," 5,8", 61945 votes
tt7740496,Nightmare Alley,2021,Crime | Drama | Thriller,Bradley Cooper | Cate Blanchett | Toni Collette | Willem Dafoe,Guillermo del Toro,Guillermo del Toro,NotFound,[],"$60 000 000
","$11 338 107
","$39 629 195
", 7, 148755 votes
tt0117381,Primal Fear,1996,Crime | Drama | Mystery,Richard Gere | Laura Linney | John Mahoney | Alfre Woodard,Gregory Hoblit,William Diehl,NotFound,[],"$30 000 000
","$56 116 183
","$102 616 183
"," 7,7", 226664 votes
tt0409459,Watchmen,2009,Action | Drama | Mystery,Malin Akerman | Billy Crudup | Matthew Goode | Jackie Earle Haley,Zack Snyder,Dave Gibbons,NotFound,[],"$130 000 000
","$107 509 799
","$185 382 813
"," 7,6", 558113 votes
tt3183660,Fantastic Beasts and Where to Find Them,2016,Adventure | Family | Fantasy,Eddie Redmayne | Sam Redford | Scott Goldman | Tim Bentinck,David Yates,J.K. Rowling,NotFound,[],"$180 000 000
","$234 037 575
","$814 044 001
"," 7,2", 482945 votes
tt2261227,Altered Carbon,20182020,Action | Drama | Sci-Fi,Chris Conner | Renée Elise Goldsberry | Dichen Lachman | Will Yun Lee,NotFound,NotFound,Laeta Kalogridis,NotFound,NotFound,NotFound,NotFound," 7,9", 174606 votes
tt14921986,Interview with the Vampire,2022,Drama | Fantasy | Horror,Jacob Anderson | Sam Reid | Eric Bogosian | Assad Zaman,NotFound,NotFound,Rolin Jones,NotFound,NotFound,NotFound,NotFound," 7,1", 15023 votes
tt1998372,Under the Banner of Heaven,20222022,Crime | Drama | Mystery,Andrew Garfield | Sam Worthington | Daisy Edgar-Jones | Denise Gough,NotFound,NotFound,Dustin Lance Black,NotFound,NotFound,NotFound,NotFound," 7,5", 27824 votes
tt0332452,Troy,2004,Drama,Julian Glover | Brian Cox | Nathan Jones | Adoni Maropis,Wolfgang Petersen,Homer,NotFound,['The Iliad'],"$175 000 000
","$133 378 256
","$497 409 852
"," 7,3", 542578 votes
tt9224104,The Meg 2: The Trench,2023,Action | Adventure | Horror,Jason Statham | Cliff Curtis | Sienna Guillory | Skyler Samuels,Ben Wheatley,Steve Alten,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt14016500,The Summer I Turned Pretty,2022,Drama | Romance,Lola Tung | Jackie Chung | Rachel Blanchard | Christopher Briney,NotFound,NotFound,Jenny Han,NotFound,NotFound,NotFound,NotFound," 7,4", 21519 votes
tt0480249,I Am Legend,2007,Action | Drama | Horror,Will Smith | Alice Braga | Charlie Tahan | Salli Richardson-Whitfield,Francis Lawrence,Mark Protosevich,NotFound,[],"$150 000 000
","$256 393 010
","$585 410 052
"," 7,2", 770065 votes
tt0112641,Casino,1995,Crime | Drama,Robert De Niro | Sharon Stone | Joe Pesci | James Woods,Martin Scorsese,Nicholas Pileggi,NotFound,[],"$52 000 000
","$42 512 375
","$116 112 375
"," 8,2", 527487 votes
tt1869454,Good Omens,20192023,Comedy | Fantasy,David Tennant | Michael Sheen | Frances McDormand | Sam Taylor Buck,NotFound,NotFound,Neil Gaiman,NotFound,NotFound,NotFound,NotFound, 8, 80462 votes
tt13649396,The Bastard Son & The Devil Himself,20222022,Action | Adventure | Drama,Jay Lycurgo | Nadia Parkes | Paul Ready | Isobel Jesper Jones,Colm McCarthy,Joe Barton,NotFound,[],NotFound,NotFound,NotFound," 7,5", 10630 votes
tt1285016,The Social Network,2010,Biography | Drama,Jesse Eisenberg | Rooney Mara | Bryan Barter | Dustin Fitzsimons,David Fincher,Aaron Sorkin,NotFound,[],"$40 000 000
","$96 962 694
","$224 920 375
"," 7,8", 713667 votes
tt0120201,Starship Troopers,1997,Action | Adventure | Sci-Fi,Casper Van Dien | Dina Meyer | Denise Richards | Jake Busey,Paul Verhoeven,Edward Neumeier,NotFound,[],"$105 000 000
","$54 814 377
","$121 214 377
"," 7,3", 301231 votes
tt0381061,Casino Royale,2006,Action | Adventure | Thriller,Daniel Craig | Eva Green | Mads Mikkelsen | Judi Dench,Martin Campbell,Neal Purvis,NotFound,[],"$150 000 000
","$167 445 960
","$616 505 162
", 8, 665069 votes
tt0095016,Die Hard,1988,Action | Thriller,Bruce Willis | Bonnie Bedelia | Reginald VelJohnson | Paul Gleason,John McTiernan,Roderick Thorp,NotFound,[],"$28 000 000
","$83 844 093
","$141 603 197
"," 8,2", 893003 votes
tt0043744,Lightning Strikes Twice,1951,Crime | Drama | Film-Noir,Ruth Roman | Richard Todd | Mercedes McCambridge | Zachary Scott,King Vidor,Lenore J. Coffee,NotFound,[],NotFound,NotFound,NotFound," 6,5", 1148 votes
tt0250494,Legally Blonde,2001,Comedy | Romance,Reese Witherspoon | Luke Wilson | Selma Blair | Matthew Davis,Robert Luketic,Amanda Brown,NotFound,[],"$18 000 000
","$96 520 674
","$141 774 679
"," 6,4", 225073 votes
tt0073195,Jaws,1975,Adventure | Thriller,Roy Scheider | Robert Shaw | Richard Dreyfuss | Lorraine Gary,Steven Spielberg,Peter Benchley,NotFound,[],"$7 000 000
","$265 859 065
","$476 512 065
"," 8,1", 615261 votes
tt1790864,The Maze Runner,2014,Action | Mystery | Sci-Fi,Dylan O'Brien | Aml Ameen | Ki Hong Lee | Blake Cooper,Wes Ball,Noah Oppenheim,NotFound,[],"$34 000 000
","$102 427 862
","$348 319 861
"," 6,8", 476521 votes
tt8134470,The Undoing,20202020,Crime | Drama | Mystery,Nicole Kidman | Hugh Grant | Edgar Ramírez | Noah Jupe,NotFound,NotFound,David E. Kelley,NotFound,NotFound,NotFound,NotFound," 7,4", 95913 votes
tt4593060,Pinocchio,2022,Adventure | Comedy | Drama,Joseph Gordon-Levitt | Tom Hanks | Benjamin Evan Ainsworth | Angus Wright,Robert Zemeckis,Robert Zemeckis,NotFound,[],NotFound,NotFound,NotFound, 5, 37026 votes
tt2375692,Black Sails,20142017,Action | Adventure | Drama,Toby Stephens | Luke Arnold | Toby Schmitz | Hannah New,NotFound,NotFound,Robert Levine,NotFound,NotFound,NotFound,NotFound," 8,2", 106891 votes
tt0117951,Trainspotting,1996,Drama,Ewan McGregor | Ewen Bremner | Jonny Lee Miller | Kevin McKidd,Danny Boyle,Irvine Welsh,NotFound,[],"£1 500 000
","$16 491 080
","$16 767 475
"," 8,1", 694243 votes
tt0102057,Hook,1991,Adventure | Comedy | Family,Dustin Hoffman | Robin Williams | Julia Roberts | Bob Hoskins,Steven Spielberg,J.M. Barrie,NotFound,[],"$70 000 000
","$119 654 823
","$300 854 823
"," 6,8", 259591 votes
tt1663202,The Revenant,2015,Action | Adventure | Drama,Leonardo DiCaprio | Tom Hardy | Domhnall Gleeson | Will Poulter,Alejandro G. Iñárritu,Mark L. Smith,NotFound,[],"$135 000 000
","$183 637 894
","$532 950 503
", 8, 816660 votes
tt2649356,Sharp Objects,20182018,Crime | Drama | Mystery,Amy Adams | Patricia Clarkson | Chris Messina | Eliza Scanlen,NotFound,NotFound,Marti Noxon,NotFound,NotFound,NotFound,NotFound," 8,1", 104812 votes
tt7846844,Enola Holmes,2020,Action | Adventure | Crime,Millie Bobby Brown | Henry Cavill | Sam Claflin | Helena Bonham Carter,Harry Bradbeer,Jack Thorne,NotFound,[],NotFound,NotFound,NotFound," 6,6", 199487 votes
tt0830558,The Girl Next Door,2007,Crime | Drama | Horror,William Atherton | Blythe Auffarth | Blanche Baker | Kevin Chamberlin,Gregory Wilson,Daniel Farrands,NotFound,[],NotFound,NotFound,NotFound," 6,5", 27256 votes
tt2283362,Jumanji: Welcome to the Jungle,2017,Action | Adventure | Comedy,Dwayne Johnson | Kevin Hart | Jack Black | Karen Gillan,Jake Kasdan,Chris McKenna,NotFound,[],"$90 000 000
","$404 540 171
","$995 339 117
"," 6,9", 389540 votes
tt0069113,The Poseidon Adventure,1972,Action | Adventure | Drama,Gene Hackman | Ernest Borgnine | Red Buttons | Carol Lynley,Ronald Neame,Paul Gallico,NotFound,[],"$5 000 000
","$84 563 118
","$84 563 118
"," 7,1", 46676 votes
tt0429087,Shantaram,20222022,Action | Adventure | Crime,Charlie Hunnam | Fayssal Bazzi | Sujaya Dasgupta | Antonia Desplat,Iain B. MacDonald,Bornila Chatterjee,NotFound,[],NotFound,NotFound,NotFound," 7,5", 11669 votes
tt3104988,Crazy Rich Asians,2018,Comedy | Drama | Romance,Constance Wu | Henry Golding | Michelle Yeoh | Gemma Chan,Jon M. Chu,Peter Chiarelli,NotFound,[],"$30 000 000
","$174 837 452
","$238 843 729
"," 6,9", 177101 votes
tt7569576,The Flight Attendant,20202022,Comedy | Drama | Mystery,Kaley Cuoco | Zosia Mamet | Griffin Matthews | Rosie Perez,NotFound,NotFound,Steve Yockey,NotFound,NotFound,NotFound,NotFound," 7,1", 57883 votes
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,Adventure | Family | Fantasy,Johnny Depp | Kevin Guthrie | Carmen Ejogo | Wolf Roth,David Yates,J.K. Rowling,NotFound,[],"$200 000 000
","$159 555 901
","$654 855 901
"," 6,5", 289389 votes
tt0887261,Hellraiser,2022,Horror | Mystery | Thriller,Odessa A’zion | Jamie Clayton | Adam Faison | Drew Starkey,David Bruckner,Ben Collins,NotFound,[],NotFound,NotFound,NotFound, 6, 38357 votes
